Gene,Reliability,Locations
ENSG00000059145,Supported,{'Cytosol'}
ENSG00000059378,Approved,{'Nucleoplasm'}
ENSG00000059573,Supported,{'Mitochondria'}
ENSG00000059588,Approved,{'Nuclear speckles'}
ENSG00000059691,Supported,{'Mitochondria'}
ENSG00000059758,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000059769,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000059804,Approved,{'Plasma membrane'}
ENSG00000059915,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000060069,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000060138,Supported,{'Cytosol'}
ENSG00000060140,Approved,"{'Plasma membrane', 'Nucleoplasm'}"
ENSG00000060237,Supported,{'Cytosol'}
ENSG00000060339,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000060491,Approved,{'Nucleoplasm'}
ENSG00000060642,Approved,"{'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000060688,Supported,{'Nuclear speckles'}
ENSG00000060709,Approved,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000060718,Approved,{'Endoplasmic reticulum'}
ENSG00000060749,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000060762,Enhanced,{'Mitochondria'}
ENSG00000060971,Enhanced,{'Peroxisomes'}
ENSG00000061273,Supported,{'Cytosol'}
ENSG00000061337,Approved,"{'Plasma membrane', 'Nucleoli'}"
ENSG00000061455,Approved,{'Nucleoplasm'}
ENSG00000061676,Approved,{'Cytosol'}
ENSG00000061794,Approved,"{'Mitochondria', 'Cytosol'}"
ENSG00000061918,Approved,{'Cytosol'}
ENSG00000061936,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000061938,Approved,{'Cytosol'}
ENSG00000061987,Approved,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000062038,Supported,"{'Plasma membrane', 'Cell Junctions'}"
ENSG00000062194,Approved,"{'Plasma membrane', 'Vesicles', 'Cytosol'}"
ENSG00000062370,Approved,{'Centrosome'}
ENSG00000062485,Enhanced,{'Mitochondria'}
ENSG00000062524,Approved,{'Vesicles'}
ENSG00000062598,Supported,{'Cytosol'}
ENSG00000062716,Approved,"{'Nucleoli', 'Endoplasmic reticulum'}"
ENSG00000062822,Supported,{'Nucleoplasm'}
ENSG00000063046,Enhanced,{'Cytosol'}
ENSG00000063127,Supported,{'Golgi apparatus'}
ENSG00000063169,Approved,{'Nucleoplasm'}
ENSG00000063176,Supported,{'Vesicles'}
ENSG00000063177,Supported,"{'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000063180,Approved,"{'Vesicles', 'Microtubules'}"
ENSG00000063241,Approved,"{'Mitochondria', 'Cytosol'}"
ENSG00000063244,Enhanced,"{'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000063245,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000063322,Supported,{'Nucleoplasm'}
ENSG00000063438,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000063587,Approved,{'Nucleoli'}
ENSG00000063601,Approved,{'Centrosome'}
ENSG00000063660,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000063761,Approved,{'Nucleoplasm'}
ENSG00000063978,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000064012,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000064042,Approved,{'Actin filaments'}
ENSG00000064102,Enhanced,"{'Nucleoplasm', 'Vesicles', 'Nuclear bodies'}"
ENSG00000064115,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000064199,Approved,{'Vesicles'}
ENSG00000064201,Approved,{'Nucleoplasm'}
ENSG00000064270,Approved,"{'Focal adhesion sites', 'Plasma membrane'}"
ENSG00000064300,Approved,"{'Plasma membrane', 'Nucleoplasm'}"
ENSG00000064393,Supported,{'Nucleoplasm'}
ENSG00000064419,Enhanced,{'Vesicles'}
ENSG00000064489,Approved,"{'Cell Junctions', 'Cytosol', 'Nucleoplasm'}"
ENSG00000064490,Enhanced,{'Nucleoplasm'}
ENSG00000064545,Approved,{'Cytosol'}
ENSG00000064601,Enhanced,{'Vesicles'}
ENSG00000064607,Enhanced,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000064651,Approved,"{'Plasma membrane', 'Vesicles'}"
ENSG00000064652,Approved,{'Vesicles'}
ENSG00000064655,Supported,{'Cytosol'}
ENSG00000064666,Approved,"{'Actin filaments', 'Cytosol', 'Nucleoplasm'}"
ENSG00000064687,Supported,"{'Plasma membrane', 'Cell Junctions', 'Golgi apparatus'}"
ENSG00000064692,Supported,{'Cytoplasmic bodies'}
ENSG00000064703,Supported,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000064763,Approved,"{'Nucleoli', 'Golgi apparatus'}"
ENSG00000064787,Approved,{'Vesicles'}
ENSG00000064933,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000064961,Enhanced,{'Nucleoplasm'}
ENSG00000064989,Supported,{'Plasma membrane'}
ENSG00000064995,Supported,{'Nucleoplasm'}
ENSG00000064999,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000065000,Approved,{'Cytosol'}
ENSG00000065029,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000065054,Supported,{'Plasma membrane'}
ENSG00000065060,Approved,"{'Nuclear membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000065135,Approved,"{'Nucleoli', 'Centrosome', 'Nucleoplasm'}"
ENSG00000065150,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000065154,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000065183,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000065243,Supported,"{'Plasma membrane', 'Nuclear bodies', 'Nucleoplasm', 'Intermediate filaments', 'Cytosol', 'Centrosome'}"
ENSG00000065268,Supported,{'Nucleoplasm'}
ENSG00000065308,Approved,{'Cytosol'}
ENSG00000065325,Supported,{'Plasma membrane'}
ENSG00000065328,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000065357,Approved,"{'Mitochondria', 'Vesicles', 'Nucleoplasm'}"
ENSG00000065361,Approved,"{'Plasma membrane', 'Actin filaments'}"
ENSG00000065413,Approved,"{'Mitochondria', 'Nuclear speckles'}"
ENSG00000065427,Supported,{'Cytosol'}
ENSG00000065457,Supported,{'Nucleoplasm'}
ENSG00000065485,Supported,"{'Nucleoli fibrillar center', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000065518,Supported,"{'Mitochondria', 'Nuclear membrane'}"
ENSG00000065526,Enhanced,{'Nucleoplasm'}
ENSG00000065534,Enhanced,"{'Plasma membrane', 'Actin filaments'}"
ENSG00000065548,Enhanced,{'Cytosol'}
ENSG00000065559,Approved,"{'Cell Junctions', 'Nucleoplasm'}"
ENSG00000065613,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000065618,Supported,"{'Plasma membrane', 'Golgi apparatus'}"
ENSG00000065675,Enhanced,{'Centriolar satellite'}
ENSG00000065717,Supported,"{'Focal adhesion sites', 'Nuclear bodies'}"
ENSG00000065802,Approved,{'Nucleoplasm'}
ENSG00000065809,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000065882,Approved,{'Nucleoli'}
ENSG00000065883,Supported,{'Nuclear speckles'}
ENSG00000065923,Supported,{'Vesicles'}
ENSG00000065970,Supported,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000065978,Enhanced,"{'Vesicles', 'Cytosol'}"
ENSG00000065989,Supported,{'Plasma membrane'}
ENSG00000066027,Supported,{'Cytosol'}
ENSG00000066044,Supported,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000066084,Approved,{'Endoplasmic reticulum'}
ENSG00000066117,Supported,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000066135,Approved,{'Nucleoli fibrillar center'}
ENSG00000066136,Supported,{'Nucleoplasm'}
ENSG00000066230,Supported,{'Plasma membrane'}
ENSG00000066279,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000066294,Enhanced,"{'Plasma membrane', 'Vesicles'}"
ENSG00000066322,Approved,{'Endoplasmic reticulum'}
ENSG00000066336,Supported,{'Nucleoplasm'}
ENSG00000066379,Supported,{'Nucleoli fibrillar center'}
ENSG00000066382,Approved,"{'Mitochondria', 'Vesicles', 'Nucleoli'}"
ENSG00000066422,Enhanced,{'Nucleoplasm'}
ENSG00000066427,Approved,"{'Plasma membrane', 'Nucleoli', 'Nucleoplasm'}"
ENSG00000066455,Supported,{'Golgi apparatus'}
ENSG00000066468,Supported,"{'Cell Junctions', 'Vesicles', 'Nucleoplasm'}"
ENSG00000066557,Approved,{'Nucleoli'}
ENSG00000066583,Approved,"{'Vesicles', 'Endoplasmic reticulum'}"
ENSG00000066651,Approved,{'Nuclear bodies'}
ENSG00000066654,Approved,{'Cytosol'}
ENSG00000066697,Approved,{'Nucleoplasm'}
ENSG00000066735,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000066739,Enhanced,{'Nucleoplasm'}
ENSG00000066777,Enhanced,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000066827,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000066855,Supported,"{'Mitochondria', 'Cytosol'}"
ENSG00000066933,Approved,{'Plasma membrane'}
ENSG00000067048,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000067057,Supported,{'Cytosol'}
ENSG00000067066,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000067082,Approved,"{'Vesicles', 'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000067113,Supported,{'Plasma membrane'}
ENSG00000067141,Approved,{'Plasma membrane'}
ENSG00000067177,Approved,{'Vesicles'}
ENSG00000067221,Approved,{'Cytosol'}
ENSG00000067225,Enhanced,{'Cytosol'}
ENSG00000067248,Approved,{'Cytosol'}
ENSG00000067334,Enhanced,{'Nucleoli'}
ENSG00000067365,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000067369,Enhanced,{'Nuclear bodies'}
ENSG00000067445,Approved,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000067533,Approved,"{'Mitochondria', 'Nucleoli', 'Nucleoplasm'}"
ENSG00000067560,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000067596,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000067606,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000067646,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000067704,Enhanced,{'Mitochondria'}
ENSG00000067798,Approved,"{'Nuclear membrane', 'Cytosol'}"
ENSG00000067829,Approved,{'Mitochondria'}
ENSG00000067955,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000067992,Supported,{'Mitochondria'}
ENSG00000068024,Supported,"{'Cytosol', 'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000068078,Supported,{'Endoplasmic reticulum'}
ENSG00000068079,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000068097,Approved,{'Mitochondria'}
ENSG00000068137,Approved,{'Golgi apparatus'}
ENSG00000068305,Supported,{'Nucleoplasm'}
ENSG00000068308,Approved,"{'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000068323,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000068366,Approved,"{'Mitochondria', 'Golgi apparatus'}"
ENSG00000068383,Approved,{'Endoplasmic reticulum'}
ENSG00000068394,Enhanced,{'Nucleoplasm'}
ENSG00000068400,Approved,"{'Vesicles', 'Cytosol'}"
ENSG00000068438,Approved,{'Cytosol'}
ENSG00000068489,Approved,{'Endoplasmic reticulum'}
ENSG00000068650,Enhanced,{'Vesicles'}
ENSG00000068654,Supported,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000068697,Approved,"{'Plasma membrane', 'Vesicles', 'Golgi apparatus'}"
ENSG00000068745,Approved,"{'Cell Junctions', 'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000068784,Approved,"{'Mitochondria', 'Cytosol'}"
ENSG00000068796,Enhanced,"{'Nucleoli', 'Centrosome', 'Nucleoplasm'}"
ENSG00000068878,Supported,{'Nucleoplasm'}
ENSG00000068903,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000068985,Approved,"{'Mitochondria', 'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000069011,Approved,{'Nucleoli'}
ENSG00000069020,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000069188,Approved,{'Nucleoplasm'}
ENSG00000069248,Supported,{'Nuclear membrane'}
ENSG00000069275,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000069329,Supported,"{'Lysosomes', 'Endosomes'}"
ENSG00000069345,Approved,"{'Intermediate filaments', 'Nucleoli', 'Cytosol'}"
ENSG00000069399,Supported,"{'Vesicles', 'Midbody', 'Nucleoplasm'}"
ENSG00000069431,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000069482,Supported,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000069702,Approved,{'Cytosol'}
ENSG00000069849,Supported,{'Plasma membrane'}
ENSG00000069869,Approved,{'Cytosol'}
ENSG00000069956,Enhanced,{'Cytosol'}
ENSG00000069966,Approved,"{'Rods & Rings', 'Nuclear speckles', 'Centrosome'}"
ENSG00000069998,Approved,{'Mitochondria'}
ENSG00000070010,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000070061,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000070081,Enhanced,{'Golgi apparatus'}
ENSG00000070182,Approved,{'Cytosol'}
ENSG00000070214,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000070269,Approved,"{'Focal adhesion sites', 'Cytosol', 'Nucleoplasm'}"
ENSG00000070366,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000070371,Approved,{'Vesicles'}
ENSG00000070404,Approved,{'Nucleoplasm'}
ENSG00000070423,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000070444,Enhanced,{'Nucleoplasm'}
ENSG00000070476,Approved,{'Nucleoli'}
ENSG00000070495,Supported,{'Nucleoplasm'}
ENSG00000070526,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000070540,Supported,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000070610,Approved,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000070669,Enhanced,{'Cytosol'}
ENSG00000070729,Approved,"{'Vesicles', 'Cytosol'}"
ENSG00000070756,Supported,{'Cytosol'}
ENSG00000070759,Enhanced,{'Nucleoplasm'}
ENSG00000070761,Supported,{'Nucleoplasm'}
ENSG00000070778,Approved,"{'Plasma membrane', 'Nucleoplasm', 'Golgi apparatus', 'Cytosol', 'Centriolar satellite'}"
ENSG00000070785,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000070808,Approved,"{'Plasma membrane', 'Cell Junctions', 'Cytosol'}"
ENSG00000070814,Enhanced,{'Nucleoli fibrillar center'}
ENSG00000070831,Supported,"{'Cytokinetic bridge', 'Microtubules'}"
ENSG00000070882,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000070950,Enhanced,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000070961,Supported,{'Plasma membrane'}
ENSG00000071073,Approved,{'Golgi apparatus'}
ENSG00000071127,Supported,"{'Plasma membrane', 'Cell Junctions'}"
ENSG00000071203,Approved,"{'Plasma membrane', 'Nucleoli', 'Endoplasmic reticulum', 'Golgi apparatus', 'Cytosol'}"
ENSG00000071205,Approved,"{'Nuclear membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000071242,Supported,{'Nucleoplasm'}
ENSG00000071243,Enhanced,{'Nucleoplasm'}
ENSG00000071282,Supported,"{'Plasma membrane', 'Cell Junctions', 'Cytosol', 'Nucleoplasm'}"
ENSG00000071462,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000071539,Approved,{'Nucleoplasm'}
ENSG00000071553,Approved,"{'Plasma membrane', 'Microtubules', 'Cytosol'}"
ENSG00000071564,Enhanced,{'Nucleoplasm'}
ENSG00000071575,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000071626,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000071655,Supported,{'Nucleoplasm'}
ENSG00000071794,Supported,{'Nucleoplasm'}
ENSG00000071859,Enhanced,{'Nucleoplasm'}
ENSG00000071889,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000071894,Enhanced,{'Nucleoplasm'}
ENSG00000071967,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000071994,Approved,"{'Cytokinetic bridge', 'Nucleoplasm'}"
ENSG00000072041,Approved,"{'Nucleoli', 'Vesicles'}"
ENSG00000072062,Approved,{'Cytosol'}
ENSG00000072110,Approved,"{'Focal adhesion sites', 'Plasma membrane', 'Actin filaments'}"
ENSG00000072133,Supported,"{'Mitochondria', 'Nucleoli', 'Nucleoplasm'}"
ENSG00000072134,Supported,{'Vesicles'}
ENSG00000072135,Approved,{'Intermediate filaments'}
ENSG00000072163,Supported,{'Focal adhesion sites'}
ENSG00000072182,Approved,"{'Plasma membrane', 'Nucleoplasm', 'Golgi apparatus', 'Centriolar satellite'}"
ENSG00000072195,Approved,{'Vesicles'}
